Unnamed: 0;disease;state;year;weeks_reporting;count;population
7539;Mumps;Rhode Island;1970;51;2257;946725.0
7574;Mumps;South Carolina;1970;51;1027;2590516.0
7609;Mumps;South Dakota;1970;46;58;665507.0
7644;Mumps;Tennessee;1970;51;3303;3923687.0
7679;Mumps;Texas;1970;51;5972;11196730.0
7714;Mumps;Utah;1970;49;129;1059273.0
7749;Mumps;Vermont;1970;51;736;444330.0
7784;Mumps;Virginia;1970;51;2228;4648494.0
7819;Mumps;Washington;1970;51;5829;3409169.0
7854;Mumps;West Virginia;1970;51;2535;1744237.0
7889;Mumps;Wisconsin;1970;51;11346;4417731.0
7924;Mumps;Wyoming;1970;49;44;332416.0
7969;Pertussis;Alabama;1950;50;1177;3061743.0
8025;Pertussis;Alaska;1950;15;86;
8081;Pertussis;Arizona;1950;50;1953;749587.0
8137;Pertussis;Arkansas;1950;50;1951;1909511.0
8193;Pertussis;California;1950;50;5025;10586224.0
8249;Pertussis;Colorado;1950;50;1103;1325089.0
8305;Pertussis;Connecticut;1950;51;3650;2007280.0
8361;Pertussis;Delaware;1950;48;324;318085.0
8417;Pertussis;District Of Columbia;1950;46;186;802178.0
8473;Pertussis;Florida;1950;50;458;2771305.0
8529;Pertussis;Georgia;1950;50;1041;3444578.0
8585;Pertussis;Hawaii;1950;13;28;
8641;Pertussis;Idaho;1950;45;766;588637.0
8697;Pertussis;Illinois;1950;51;3273;8712176.0
8753;Pertussis;Indiana;1950;51;1607;3934224.0
8809;Pertussis;Iowa;1950;51;1097;2621073.0
8865;Pertussis;Kansas;1950;51;1466;1905299.0
8921;Pertussis;Kentucky;1950;50;1875;2944806.0
8977;Pertussis;Louisiana;1950;42;224;2683516.0
9033;Pertussis;Maine;1950;51;1918;913774.0
9089;Pertussis;Maryland;1950;51;2242;2343001.0
9145;Pertussis;Massachusetts;1950;51;5509;4690514.0
9201;Pertussis;Michigan;1950;50;8650;6371766.0
9257;Pertussis;Minnesota;1950;51;1303;2982483.0
9313;Pertussis;Mississippi;1950;46;240;2178914.0
9369;Pertussis;Missouri;1950;51;1335;3954653.0
9425;Pertussis;Montana;1950;46;631;591024.0
9481;Pertussis;Nebraska;1950;45;281;1325510.0
9537;Pertussis;Nevada;1950;6;24;160083.0
9593;Pertussis;New Hampshire;1950;35;197;533242.0
9649;Pertussis;New Jersey;1950;51;6142;4835329.0
9705;Pertussis;New Mexico;1950;48;940;681187.0
9761;Pertussis;New York;1950;51;7533;14830192.0
9817;Pertussis;North Carolina;1950;51;3208;4061929.0
9873;Pertussis;North Dakota;1950;41;327;619636.0
9929;Pertussis;Ohio;1950;51;7088;7946627.0
9985;Pertussis;Oklahoma;1950;50;902;2233351.0
10041;Pertussis;Oregon;1950;50;1371;1521341.0
10097;Pertussis;Pennsylvania;1950;51;6451;10498012.0
10153;Pertussis;Rhode Island;1950;50;1822;791896.0
10209;Pertussis;South Carolina;1950;49;458;2117027.0
10265;Pertussis;South Dakota;1950;36;164;652740.0
10321;Pertussis;Tennessee;1950;50;1878;3291718.0
10377;Pertussis;Texas;1950;50;11248;7711194.0
10433;Pertussis;Utah;1950;49;679;688862.0
10489;Pertussis;Vermont;1950;51;1789;377747.0
10545;Pertussis;Virginia;1950;51;3185;3318680.0
10601;Pertussis;Washington;1950;50;2077;2378963.0
10657;Pertussis;West Virginia;1950;51;2287;2005552.0
10713;Pertussis;Wisconsin;1950;51;6236;3434575.0
10769;Pertussis;Wyoming;1950;33;120;290529.0
10835;Polio;Alabama;1950;43;279;3061743.0
10845;Polio;Alabama;1960;43;23;3266740.0
10876;Polio;Alaska;1950;13;61;
10886;Polio;Alaska;1960;32;2;226167.0
10917;Polio;Arizona;1950;40;171;749587.0
10927;Polio;Arizona;1960;45;9;1302161.0
10958;Polio;Arkansas;1950;43;334;1909511.0
10968;Polio;Arkansas;1960;47;41;1786272.0
10999;Polio;California;1950;50;2090;10586224.0
11009;Polio;California;1960;52;415;15717204.0
11040;Polio;Colorado;1950;44;211;1325089.0
11050;Polio;Colorado;1960;39;21;1753947.0
11081;Polio;Connecticut;1950;39;483;2007280.0
11091;Polio;Connecticut;1960;25;36;2535234.0
11122;Polio;Delaware;1950;21;43;318085.0
11132;Polio;Delaware;1960;23;1;446292.0
11163;Polio;District Of Columbia;1950;27;184;802178.0
11173;Polio;District Of Columbia;1960;12;5;763956.0
11204;Polio;Florida;1950;48;463;2771305.0
11214;Polio;Florida;1960;49;72;4951560.0
11245;Polio;Georgia;1950;38;492;3444578.0
11255;Polio;Georgia;1960;49;26;3943116.0
11286;Polio;Hawaii;1950;14;20;
11296;Polio;Hawaii;1960;51;8;632772.0
11327;Polio;Idaho;1950;39;159;588637.0
11337;Polio;Idaho;1960;48;11;667191.0
11368;Polio;Illinois;1950;48;1916;8712176.0
11378;Polio;Illinois;1960;47;154;10081158.0
11409;Polio;Indiana;1950;40;597;3934224.0
11419;Polio;Indiana;1960;33;157;4662498.0
11450;Polio;Iowa;1950;47;1282;2621073.0
11460;Polio;Iowa;1960;46;27;2757537.0
11491;Polio;Kansas;1950;38;523;1905299.0
11501;Polio;Kansas;1960;31;19;2178611.0
11532;Polio;Kentucky;1950;41;693;2944806.0
11542;Polio;Kentucky;1960;49;152;3038156.0
11573;Polio;Louisiana;1950;45;403;2683516.0
11583;Polio;Louisiana;1960;50;54;3257022.0
11614;Polio;Maine;1950;29;97;913774.0
11624;Polio;Maine;1960;50;51;969265.0
11655;Polio;Maryland;1950;36;713;2343001.0
11665;Polio;Maryland;1960;43;160;3100689.0
11696;Polio;Massachusetts;1950;31;511;4690514.0
11706;Polio;Massachusetts;1960;51;36;5148578.0
11737;Polio;Michigan;1950;48;2014;6371766.0
11747;Polio;Michigan;1960;44;95;7823194.0
11778;Polio;Minnesota;1950;39;591;2982483.0
11788;Polio;Minnesota;1960;51;55;3413864.0
11819;Polio;Mississippi;1950;45;397;2178914.0
11829;Polio;Mississippi;1960;44;37;2178141.0
11860;Polio;Missouri;1950;39;415;3954653.0
11870;Polio;Missouri;1960;46;43;4319813.0
11901;Polio;Montana;1950;25;46;591024.0
11911;Polio;Montana;1960;51;24;674767.0
11942;Polio;Nebraska;1950;43;438;1325510.0
11952;Polio;Nebraska;1960;25;15;1411330.0
11983;Polio;Nevada;1950;6;12;160083.0
11993;Polio;Nevada;1960;0;0;285278.0
12024;Polio;New Hampshire;1950;11;23;533242.0
12034;Polio;New Hampshire;1960;0;0;606921.0
12065;Polio;New Jersey;1950;43;886;4835329.0
12075;Polio;New Jersey;1960;50;85;6066782.0
12106;Polio;New Mexico;1950;41;140;681187.0
12116;Polio;New Mexico;1960;36;9;951023.0
12147;Polio;New York;1950;50;4231;14830192.0
12157;Polio;New York;1960;52;280;16782304.0
12188;Polio;North Carolina;1950;46;752;4061929.0
12198;Polio;North Carolina;1960;51;99;4556155.0
12229;Polio;North Dakota;1950;17;39;619636.0
12239;Polio;North Dakota;1960;21;13;632446.0
12270;Polio;Ohio;1950;46;1802;7946627.0
12280;Polio;Ohio;1960;52;130;9706398.0
12311;Polio;Oklahoma;1950;42;525;2233351.0
12321;Polio;Oklahoma;1960;46;17;2328284.0
12352;Polio;Oregon;1950;42;515;1521341.0
12362;Polio;Oregon;1960;51;35;1768687.0
12393;Polio;Pennsylvania;1950;43;1334;10498012.0
12403;Polio;Pennsylvania;1960;51;167;11319366.0
12434;Polio;Rhode Island;1950;22;52;791896.0
12444;Polio;Rhode Island;1960;30;103;859488.0
12475;Polio;South Carolina;1950;35;434;2117027.0
12485;Polio;South Carolina;1960;49;131;2382594.0
12516;Polio;South Dakota;1950;31;184;652740.0
12526;Polio;South Dakota;1960;45;5;680514.0
12557;Polio;Tennessee;1950;42;563;3291718.0
12567;Polio;Tennessee;1960;33;57;3567089.0
12598;Polio;Texas;1950;50;2747;7711194.0
12608;Polio;Texas;1960;49;189;9579678.0
12639;Polio;Utah;1950;29;81;688862.0
12649;Polio;Utah;1960;42;8;890627.0
12680;Polio;Vermont;1950;17;33;377747.0
12690;Polio;Vermont;1960;18;10;389881.0
12721;Polio;Virginia;1950;40;1217;3318680.0
12731;Polio;Virginia;1960;23;58;3966949.0
12762;Polio;Washington;1950;39;634;2378963.0
12772;Polio;Washington;1960;51;31;2853214.0
12803;Polio;West Virginia;1950;40;376;2005552.0
12813;Polio;West Virginia;1960;48;64;1860421.0
12844;Polio;Wisconsin;1950;37;953;3434575.0
12854;Polio;Wisconsin;1960;50;41;3951777.0
12885;Polio;Wyoming;1950;23;45;290529.0
12895;Polio;Wyoming;1960;38;22;330066.0
12908;Rubella;Alabama;1970;51;380;3444165.0
12945;Rubella;Alaska;1970;49;85;300382.0
12982;Rubella;Arizona;1970;51;621;1770900.0
13019;Rubella;Arkansas;1970;41;38;1923295.0
13056;Rubella;California;1970;51;5253;19953134.0
13093;Rubella;Colorado;1970;50;432;2207259.0
13130;Rubella;Connecticut;1970;51;621;3031709.0
13167;Rubella;Delaware;1970;49;46;548104.0
13204;Rubella;District Of Columbia;1970;49;21;756510.0
13241;Rubella;Florida;1970;51;3339;6789443.0
13278;Rubella;Georgia;1970;0;0;4589575.0
13315;Rubella;Hawaii;1970;50;221;768561.0
13352;Rubella;Idaho;1970;49;205;712567.0
13389;Rubella;Illinois;1970;51;1780;11113976.0
13426;Rubella;Indiana;1970;51;2038;5193669.0
13463;Rubella;Iowa;1970;51;2075;2824376.0
13500;Rubella;Kansas;1970;46;62;2246578.0
13537;Rubella;Kentucky;1970;51;963;3218706.0
13574;Rubella;Louisiana;1970;46;156;3641306.0
13611;Rubella;Maine;1970;51;489;992048.0
13648;Rubella;Maryland;1970;51;334;3922399.0
13685;Rubella;Massachusetts;1970;51;1280;5689170.0
13722;Rubella;Michigan;1970;51;2823;8875083.0
13759;Rubella;Minnesota;1970;51;127;3804971.0
13796;Rubella;Mississippi;1970;50;91;2216912.0
13833;Rubella;Missouri;1970;50;437;4676501.0
13870;Rubella;Montana;1970;51;339;694409.0
13907;Rubella;Nebraska;1970;51;555;1483493.0
13944;Rubella;Nevada;1970;0;0;488738.0
13981;Rubella;New Hampshire;1970;50;150;737681.0
14018;Rubella;New Jersey;1970;51;895;7168164.0
14055;Rubella;New Mexico;1970;51;235;1016000.0
14092;Rubella;New York;1970;50;1182;18236967.0
14129;Rubella;North Carolina;1970;45;50;5082059.0
14166;Rubella;North Dakota;1970;49;156;617761.0
14203;Rubella;Ohio;1970;51;2166;10652017.0
14240;Rubella;Oklahoma;1970;51;819;2559229.0
14277;Rubella;Oregon;1970;51;999;2091385.0
14314;Rubella;Pennsylvania;1970;51;1994;11793909.0
14351;Rubella;Rhode Island;1970;51;180;946725.0
14388;Rubella;South Carolina;1970;51;676;2590516.0
14425;Rubella;South Dakota;1970;45;4;665507.0
14462;Rubella;Tennessee;1970;51;1529;3923687.0
14499;Rubella;Texas;1970;51;8323;11196730.0
14536;Rubella;Utah;1970;50;173;1059273.0
14573;Rubella;Vermont;1970;50;68;444330.0
14610;Rubella;Virginia;1970;50;769;4648494.0
14647;Rubella;Washington;1970;51;4880;3409169.0
14684;Rubella;West Virginia;1970;51;1417;1744237.0
14721;Rubella;Wisconsin;1970;51;2294;4417731.0
14758;Rubella;Wyoming;1970;50;136;332416.0
14813;Smallpox;Alabama;1950;0;0;3061743.0
14838;Smallpox;Alaska;1950;0;0;
14863;Smallpox;Arizona;1950;2;2;749587.0
14888;Smallpox;Arkansas;1950;1;1;1909511.0
14913;Smallpox;California;1950;0;0;10586224.0
14938;Smallpox;Colorado;1950;2;2;1325089.0
14963;Smallpox;Connecticut;1950;0;0;2007280.0
14988;Smallpox;Delaware;1950;0;0;318085.0
15013;Smallpox;District Of Columbia;1950;0;0;802178.0
15038;Smallpox;Florida;1950;0;0;2771305.0
15063;Smallpox;Georgia;1950;0;0;3444578.0
15088;Smallpox;Hawaii;1950;0;0;
15113;Smallpox;Idaho;1950;0;0;588637.0
15138;Smallpox;Illinois;1950;0;0;8712176.0
15163;Smallpox;Indiana;1950;0;0;3934224.0
15188;Smallpox;Iowa;1950;1;2;2621073.0
15213;Smallpox;Kansas;1950;4;7;1905299.0
15238;Smallpox;Kentucky;1950;3;5;2944806.0
15263;Smallpox;Louisiana;1950;0;0;2683516.0
15288;Smallpox;Maine;1950;0;0;913774.0
15313;Smallpox;Maryland;1950;0;0;2343001.0
15338;Smallpox;Massachusetts;1950;0;0;4690514.0
15363;Smallpox;Michigan;1950;0;0;6371766.0
15388;Smallpox;Minnesota;1950;0;0;2982483.0
15413;Smallpox;Mississippi;1950;1;1;2178914.0
15438;Smallpox;Missouri;1950;3;3;3954653.0
15463;Smallpox;Montana;1950;0;0;591024.0
15488;Smallpox;Nebraska;1950;1;1;1325510.0
15513;Smallpox;Nevada;1950;1;1;160083.0
15538;Smallpox;New Hampshire;1950;0;0;533242.0
15563;Smallpox;New Jersey;1950;0;0;4835329.0
15588;Smallpox;New Mexico;1950;1;1;681187.0
15613;Smallpox;New York;1950;0;0;14830192.0
15638;Smallpox;North Carolina;1950;0;0;4061929.0
15663;Smallpox;North Dakota;1950;1;1;619636.0
15688;Smallpox;Ohio;1950;2;2;7946627.0
15713;Smallpox;Oklahoma;1950;2;5;2233351.0
15738;Smallpox;Oregon;1950;1;1;1521341.0
15763;Smallpox;Pennsylvania;1950;0;0;10498012.0
15788;Smallpox;Rhode Island;1950;0;0;791896.0
15813;Smallpox;South Carolina;1950;0;0;2117027.0
15838;Smallpox;South Dakota;1950;2;2;652740.0
15863;Smallpox;Tennessee;1950;1;1;3291718.0
15888;Smallpox;Texas;1950;1;1;7711194.0
15913;Smallpox;Utah;1950;0;0;688862.0
15938;Smallpox;Vermont;1950;0;0;377747.0
15963;Smallpox;Virginia;1950;0;0;3318680.0
15988;Smallpox;Washington;1950;0;0;2378963.0
16013;Smallpox;West Virginia;1950;0;0;2005552.0
16038;Smallpox;Wisconsin;1950;1;1;3434575.0
16063;Smallpox;Wyoming;1950;1;2;290529.0
