disease;state;year;ratio
Measles;New York;1970;8.59792091524868
Measles;North Carolina;1950;119.05673388185761
Measles;North Carolina;1960;27.193982645454337
Measles;North Carolina;1970;19.932865793175562
Measles;North Dakota;1950;63.58571806673596
Measles;North Dakota;1960;391.4958747466187
Measles;North Dakota;1970;51.961842848609734
Measles;Ohio;1950;162.47144857812
Measles;Ohio;1960;191.67769547467557
Measles;Ohio;1970;37.96464087505681
Measles;Oklahoma;1950;27.4475440716663
Measles;Oklahoma;1960;51.88370490885133
Measles;Oklahoma;1970;31.337562992604415
Measles;Oregon;1950;49.75873259183838
Measles;Oregon;1960;626.1141739606838
Measles;Oregon;1970;21.75591772916034
Measles;Pennsylvania;1950;165.57420585916648
Measles;Pennsylvania;1960;59.78250018596448
Measles;Pennsylvania;1970;17.788843376695546
Measles;Rhode Island;1950;30.43328921979654
Measles;Rhode Island;1960;226.6465616739268
Measles;Rhode Island;1970;11.619002350207294
Measles;South Carolina;1950;90.45704187995713
Measles;South Carolina;1960;53.89084334133302
Measles;South Carolina;1970;24.62829799159704
Measles;South Dakota;1950;102.95063884548212
Measles;South Dakota;1960;17.6337297983583
Measles;South Dakota;1970;15.9277062450132
Measles;Tennessee;1950;104.86925064662283
Measles;Tennessee;1960;537.0765910242217
Measles;Tennessee;1970;13.915483064780652
Measles;Texas;1950;177.1191335608986
Measles;Texas;1960;518.5769292036747
Measles;Texas;1970;74.36992764851881
Measles;Utah;1950;888.2766069256252
Measles;Utah;1960;557.5847127922239
Measles;Utah;1970;3.6817704217892837
Measles;Vermont;1950;158.04228756283968
Measles;Vermont;1960;891.2976010628885
Measles;Vermont;1970;2.02552157180474
Measles;Virginia;1950;85.33513324574831
Measles;Virginia;1960;186.44051133503356
Measles;Virginia;1970;53.04943923774022
Measles;Washington;1950;143.08755537601888
Measles;Washington;1960;456.4326405239845
Measles;Washington;1970;19.887544442648633
Measles;West Virginia;1950;293.23597692804776
Measles;West Virginia;1960;189.63449670800318
Measles;West Virginia;1970;20.008748811084732
Measles;Wisconsin;1950;547.2583944156119
Measles;Wisconsin;1960;1092.951348216258
Measles;Wisconsin;1970;31.328299527517633
Measles;Wyoming;1950;209.61762853277986
Measles;Wyoming;1960;210.26097810740882
Measles;Wyoming;1970;3.3091066615325375
Mumps;Alabama;1970;11.381568536931303
Mumps;Alaska;1970;96.54373431164318
Mumps;Arizona;1970;55.734372353040825
Mumps;Arkansas;1970;8.111080203504923
Mumps;California;1970;31.198106523015383
Mumps;Colorado;1970;69.54326610515577
Mumps;Connecticut;1970;120.3611560344347
Mumps;Delaware;1970;66.77564841708873
Mumps;District Of Columbia;1970;28.81653910721603
Mumps;Florida;1970;42.81647257367062
Mumps;Georgia;1970;0.06536552948802449
Mumps;Hawaii;1970;194.25914143444697
Mumps;Idaho;1970;15.016131816376566
Mumps;Illinois;1970;19.983847364795462
Mumps;Indiana;1970;46.74922487359129
Mumps;Iowa;1970;117.51268244737953
Mumps;Kansas;1970;6.899382082438268
Mumps;Kentucky;1970;68.44365406470799
Mumps;Louisiana;1970;1.318208357111432
Mumps;Maine;1970;91.1246230021128
Mumps;Maryland;1970;29.063845875954996
Mumps;Massachusetts;1970;59.60447657566921
Mumps;Michigan;1970;86.44426198605692
Mumps;Minnesota;1970;14.08683535301583
Mumps;Mississippi;1970;3.292868638899514
Mumps;Missouri;1970;6.714421743949162
Mumps;Montana;1970;116.21393155906678
Mumps;Nebraska;1970;26.895981308978204
Mumps;Nevada;1970;0.0
Mumps;New Hampshire;1970;58.42633875618323
Mumps;New Jersey;1970;38.67099022846018
Mumps;New Mexico;1970;77.06692913385827
Mumps;New York;1970;5.625935496840017
Mumps;North Carolina;1970;0.0
Mumps;North Dakota;1970;60.54121254012474
Mumps;Ohio;1970;46.02884129831937
Mumps;Oklahoma;1970;93.8954661736015
Mumps;Oregon;1970;65.60245961408349
Mumps;Pennsylvania;1970;29.252387821544154
Mumps;Rhode Island;1970;238.4008027674351
Mumps;South Carolina;1970;39.644611343840374
Mumps;South Dakota;1970;8.71516002085628
Mumps;Tennessee;1970;84.18102667210712
Mumps;Texas;1970;53.337001070848366
Mumps;Utah;1970;12.178163702841477
Mumps;Vermont;1970;165.64265298314317
Mumps;Virginia;1970;47.92950146864769
Mumps;Washington;1970;170.98008341622256
Mumps;West Virginia;1970;145.3357542581656
Mumps;Wisconsin;1970;256.82867517284325
Mumps;Wyoming;1970;13.23642664613015
Pertussis;Alabama;1950;38.442155334396126
Pertussis;Alaska;1950;
Pertussis;Arizona;1950;260.5434726055815
Pertussis;Arkansas;1950;102.17275522371958
Pertussis;California;1950;47.467350020177165
Pertussis;Colorado;1950;83.23969182447368
Pertussis;Connecticut;1950;181.83810928221274
Pertussis;Delaware;1950;101.85956583931969
Pertussis;District Of Columbia;1950;23.18687373625305
Pertussis;Florida;1950;16.52651007377391
Pertussis;Georgia;1950;30.22140883440584
Pertussis;Hawaii;1950;
Pertussis;Idaho;1950;130.1311334489677
Pertussis;Illinois;1950;37.56811157166705
Pertussis;Indiana;1950;40.84668285283197
Pertussis;Iowa;1950;41.85308841073866
Pertussis;Kansas;1950;76.94330391187945
Pertussis;Kentucky;1950;63.671426912333104
Pertussis;Louisiana;1950;8.347257851266772
Pertussis;Maine;1950;209.89872769415632
Pertussis;Maryland;1950;95.68924639810226
Pertussis;Massachusetts;1950;117.44981466849902
Pertussis;Michigan;1950;135.75514229493047
Pertussis;Minnesota;1950;43.68843007655031
Pertussis;Mississippi;1950;11.014661432254783
Pertussis;Missouri;1950;33.75770263535132
Pertussis;Montana;1950;106.76385392132975
Pertussis;Nebraska;1950;21.199387405602373
Pertussis;Nevada;1950;14.992222784430577
Pertussis;New Hampshire;1950;36.94382663031044
Pertussis;New Jersey;1950;127.02341453911409
Pertussis;New Mexico;1950;137.99441269431154
Pertussis;New York;1950;50.79502679398891
Pertussis;North Carolina;1950;78.97725440301886
Pertussis;North Dakota;1950;52.772918293966136
Pertussis;Ohio;1950;89.19507609958288
Pertussis;Oklahoma;1950;40.387740216383364
Pertussis;Oregon;1950;90.11786312207454
Pertussis;Pennsylvania;1950;61.449729720255604
Pertussis;Rhode Island;1950;230.08071766999706
Pertussis;South Carolina;1950;21.634112366068077
Pertussis;South Dakota;1950;25.12485828967123
Pertussis;Tennessee;1950;57.05227483034695
Pertussis;Texas;1950;145.86586720551966
Pertussis;Utah;1950;98.56836347483241
Pertussis;Vermont;1950;473.59740778881104
Pertussis;Virginia;1950;95.97189243916256
Pertussis;Washington;1950;87.30694844770599
Pertussis;West Virginia;1950;114.03344316178288
Pertussis;Wisconsin;1950;181.5654047444007
Pertussis;Wyoming;1950;41.303966213355636
Polio;Alabama;1950;9.11245653211259
Polio;Alabama;1960;0.7040658270936775
Polio;Alaska;1950;
Polio;Alaska;1960;0.8843023075868717
Polio;Arizona;1950;22.812562117539393
Polio;Arizona;1960;0.6911587737614627
Polio;Arkansas;1950;17.49138915670033
Polio;Arkansas;1960;2.295283137170599
Polio;California;1950;19.742639112869707
Polio;California;1960;2.6404187411450537
Polio;Colorado;1950;15.923458726168581
Polio;Colorado;1960;1.1972995763269927
Polio;Connecticut;1950;24.062412817344864
Polio;Connecticut;1960;1.4199872674475018
Polio;Delaware;1950;13.518399170033167
Polio;Delaware;1960;0.2240685470499135
Polio;District Of Columbia;1950;22.93755251328259
Polio;District Of Columbia;1960;0.6544879548036798
Polio;Florida;1950;16.706930489426462
Polio;Florida;1960;1.4540871967622324
Polio;Georgia;1950;14.283317143638495
Polio;Georgia;1960;0.6593770003215731
Polio;Hawaii;1950;
Polio;Hawaii;1960;1.2642784446846573
Polio;Idaho;1950;27.011553809903216
Polio;Idaho;1960;1.6487032948585938
Polio;Illinois;1950;21.99220952377454
Polio;Illinois;1960;1.527602285372375
Polio;Indiana;1950;15.174529970840501
Polio;Indiana;1960;3.3672936696165876
Polio;Iowa;1950;48.91126649276842
Polio;Iowa;1960;0.979134640804457
Polio;Kansas;1950;27.44975985396518
Polio;Kansas;1960;0.8721153064957443
Polio;Kentucky;1950;23.532959386798314
Polio;Kentucky;1960;5.003034735543534
Polio;Louisiana;1950;15.017611223484414
Polio;Louisiana;1960;1.657956255745279
Polio;Maine;1950;10.615316259819167
Polio;Maine;1960;5.261718931355202
Polio;Maryland;1950;30.431058288067312
Polio;Maryland;1960;5.160143439087248
Polio;Massachusetts;1950;10.894328425413505
Polio;Massachusetts;1960;0.6992221930016405
Polio;Michigan;1950;31.608191512368784
Polio;Michigan;1960;1.2143377755939582
Polio;Minnesota;1950;19.815703895043157
Polio;Minnesota;1960;1.6110776527711708
Polio;Mississippi;1950;18.22008578585479
Polio;Mississippi;1960;1.6986962735653937
Polio;Missouri;1950;10.493967485895729
Polio;Missouri;1960;0.9954134588696316
Polio;Montana;1950;7.783101870651615
Polio;Montana;1960;3.556783304459169
Polio;Nebraska;1950;33.04388499520939
Polio;Nebraska;1960;1.0628272622278276
Polio;Nevada;1950;7.496111392215289
Polio;Nevada;1960;0.0
Polio;New Hampshire;1950;4.313238642117462
Polio;New Hampshire;1960;0.0
Polio;New Jersey;1950;18.32346878568139
Polio;New Jersey;1960;1.4010722653294614
Polio;New Mexico;1950;20.552359337450657
Polio;New Mexico;1960;0.9463493522238684
Polio;New York;1950;28.52963737758756
Polio;New York;1960;1.6684240733572697
Polio;North Carolina;1950;18.513371356318636
Polio;North Carolina;1960;2.17288481186439
Polio;North Dakota;1950;6.294017778179447
Polio;North Dakota;1960;2.055511458685801
Polio;Ohio;1950;22.67628768784542
Polio;Ohio;1960;1.3393227848270801
Polio;Oklahoma;1950;23.507276733482556
Polio;Oklahoma;1960;0.7301514763662852
Polio;Oregon;1950;33.851713718357686
Polio;Oregon;1960;1.9788690706721992
Polio;Pennsylvania;1950;12.707167795197796
Polio;Pennsylvania;1960;1.475347647562593
Polio;Rhode Island;1950;6.566518835806722
Polio;Rhode Island;1960;11.983878774340072
Polio;South Carolina;1950;20.500447089243547
Polio;South Carolina;1960;5.498209094793322
Polio;South Dakota;1950;28.188865398167724
Polio;South Dakota;1960;0.7347387415982625
Polio;Tennessee;1950;17.103530739875044
Polio;Tennessee;1960;1.5979416269120283
Polio;Texas;1950;35.62353638100662
Polio;Texas;1960;1.9729264386548275
Polio;Utah;1950;11.758523477851877
Polio;Utah;1960;0.8982435969266596
Polio;Vermont;1950;8.736005845182092
Polio;Vermont;1960;2.5648851829147867
Polio;Virginia;1950;36.67120662432051
Polio;Virginia;1960;1.4620808081979375
Polio;Washington;1950;26.650267364393645
Polio;Washington;1960;1.0864940379515873
Polio;West Virginia;1950;18.74795567504607
Polio;West Virginia;1960;3.4400815729342984
Polio;Wisconsin;1950;27.747246748142054
Polio;Wisconsin;1960;1.037507936303086
Polio;Wyoming;1950;15.488987330008364
Polio;Wyoming;1960;6.665333599946678
Rubella;Alabama;1970;11.033153173555855
Rubella;Alaska;1970;28.297301436171274
Rubella;Arizona;1970;35.06691512790107
Rubella;Arkansas;1970;1.9757759470076093
Rubella;California;1970;26.326691335807197
Rubella;Colorado;1970;19.57178564001778
Rubella;Connecticut;1970;20.48349627223457
Rubella;Delaware;1970;8.392567833841753
Rubella;District Of Columbia;1970;2.775905143355673
Rubella;Florida;1970;49.17929202734304
Rubella;Georgia;1970;0.0
Rubella;Hawaii;1970;28.75503701072524
Rubella;Idaho;1970;28.769224508011177
Rubella;Illinois;1970;16.015870467958543
Rubella;Indiana;1970;39.24008249274261
Rubella;Iowa;1970;73.46755531133249
Rubella;Kansas;1970;2.759752832975307
Rubella;Kentucky;1970;29.918855589792916
Rubella;Louisiana;1970;4.284177160612154
Rubella;Maine;1970;49.29196974339951
Rubella;Maryland;1970;8.515196949621902
Rubella;Massachusetts;1970;22.4988882385304
Rubella;Michigan;1970;31.80815323079232
Rubella;Minnesota;1970;3.3377389735690497
Rubella;Mississippi;1970;4.104808851230901
Rubella;Missouri;1970;9.34459331880823
Rubella;Montana;1970;48.81849169581616
Rubella;Nebraska;1970;37.411703324518555
Rubella;Nevada;1970;0.0
Rubella;New Hampshire;1970;20.333992606560287
Rubella;New Jersey;1970;12.485763439564161
Rubella;New Mexico;1970;23.12992125984252
Rubella;New York;1970;6.481340894020371
Rubella;North Carolina;1970;0.9838531980836901
Rubella;North Dakota;1970;25.252484375025293
Rubella;Ohio;1970;20.33417708589838
Rubella;Oklahoma;1970;32.00182554980426
Rubella;Oregon;1970;47.767388596552045
Rubella;Pennsylvania;1970;16.907032265553347
Rubella;Rhode Island;1970;19.012912936702843
Rubella;South Carolina;1970;26.095187213667085
Rubella;South Dakota;1970;0.6010455186797434
Rubella;Tennessee;1970;38.9684498279297
Rubella;Texas;1970;74.33420293246331
Rubella;Utah;1970;16.331955973578104
Rubella;Vermont;1970;15.303940764746923
Rubella;Virginia;1970;16.542992203496443
Rubella;Washington;1970;143.14338772879842
Rubella;West Virginia;1970;81.23896007251308
Rubella;Wisconsin;1970;51.92710918795191
Rubella;Wyoming;1970;40.91259145167501
Smallpox;Alabama;1950;0.0
Smallpox;Alaska;1950;
Smallpox;Arizona;1950;0.2668135920180046
Smallpox;Arkansas;1950;0.05236942861287523
Smallpox;California;1950;0.0
Smallpox;Colorado;1950;0.15093325806794863
Smallpox;Connecticut;1950;0.0
Smallpox;Delaware;1950;0.0
Smallpox;District Of Columbia;1950;0.0
Smallpox;Florida;1950;0.0
Smallpox;Georgia;1950;0.0
Smallpox;Hawaii;1950;
Smallpox;Idaho;1950;0.0
Smallpox;Illinois;1950;0.0
Smallpox;Indiana;1950;0.0
Smallpox;Iowa;1950;0.07630462791383529
Smallpox;Kansas;1950;0.3673964033991515
Smallpox;Kentucky;1950;0.1697904717662216
Smallpox;Louisiana;1950;0.0
Smallpox;Maine;1950;0.0
Smallpox;Maryland;1950;0.0
Smallpox;Massachusetts;1950;0.0
Smallpox;Michigan;1950;0.0
Smallpox;Minnesota;1950;0.0
Smallpox;Mississippi;1950;0.04589442263439493
Smallpox;Missouri;1950;0.07586000592213779
Smallpox;Montana;1950;0.0
Smallpox;Nebraska;1950;0.07544265980641414
Smallpox;Nevada;1950;0.624675949351274
Smallpox;New Hampshire;1950;0.0
Smallpox;New Jersey;1950;0.0
Smallpox;New Mexico;1950;0.1468025666960761
Smallpox;New York;1950;0.0
Smallpox;North Carolina;1950;0.0
Smallpox;North Dakota;1950;0.16138507123537044
Smallpox;Ohio;1950;0.025167910863313454
Smallpox;Oklahoma;1950;0.2238788260331672
Smallpox;Oregon;1950;0.06573148294826735
Smallpox;Pennsylvania;1950;0.0
Smallpox;Rhode Island;1950;0.0
Smallpox;South Carolina;1950;0.0
Smallpox;South Dakota;1950;0.30640071084964915
Smallpox;Tennessee;1950;0.03037927307260221
Smallpox;Texas;1950;0.012968160313435248
Smallpox;Utah;1950;0.0
Smallpox;Vermont;1950;0.0
Smallpox;Virginia;1950;0.0
Smallpox;Washington;1950;0.0
Smallpox;West Virginia;1950;0.0
Smallpox;Wisconsin;1950;0.029115683891019994
Smallpox;Wyoming;1950;0.6883994368892606
