disease;state;ratio
Measles;Wyoming;3.3091066615325375
Mumps;Alabama;11.381568536931303
Mumps;Alaska;96.54373431164318
Mumps;Arizona;55.734372353040825
Mumps;Arkansas;8.111080203504923
Mumps;California;31.198106523015383
Mumps;Colorado;69.54326610515577
Mumps;Connecticut;120.3611560344347
Mumps;Delaware;66.77564841708873
Mumps;District Of Columbia;28.81653910721603
Mumps;Florida;42.81647257367062
Mumps;Georgia;0.06536552948802449
Mumps;Hawaii;194.25914143444697
Mumps;Idaho;15.016131816376566
Mumps;Illinois;19.983847364795462
Mumps;Indiana;46.74922487359129
Mumps;Iowa;117.51268244737953
Mumps;Kansas;6.899382082438268
Mumps;Kentucky;68.44365406470799
Mumps;Louisiana;1.318208357111432
Mumps;Maine;91.1246230021128
Mumps;Maryland;29.063845875954996
Mumps;Massachusetts;59.60447657566921
Mumps;Michigan;86.44426198605692
Mumps;Minnesota;14.08683535301583
Mumps;Mississippi;3.292868638899514
Mumps;Missouri;6.714421743949162
Mumps;Montana;116.21393155906678
Mumps;Nebraska;26.895981308978204
Mumps;Nevada;0.0
Mumps;New Hampshire;58.42633875618323
Mumps;New Jersey;38.67099022846018
Mumps;New Mexico;77.06692913385827
Mumps;New York;5.625935496840017
Mumps;North Carolina;0.0
Mumps;North Dakota;60.54121254012474
Mumps;Ohio;46.02884129831937
Mumps;Oklahoma;93.8954661736015
Mumps;Oregon;65.60245961408349
Mumps;Pennsylvania;29.252387821544154
Mumps;Rhode Island;238.4008027674351
Mumps;South Carolina;39.644611343840374
Mumps;South Dakota;8.71516002085628
Mumps;Tennessee;84.18102667210712
Mumps;Texas;53.337001070848366
Mumps;Utah;12.178163702841477
Mumps;Vermont;165.64265298314317
Mumps;Virginia;47.92950146864769
Mumps;Washington;170.98008341622256
Mumps;West Virginia;145.3357542581656
Mumps;Wisconsin;256.82867517284325
Mumps;Wyoming;13.23642664613015
Rubella;Alabama;11.033153173555855
Rubella;Alaska;28.297301436171274
Rubella;Arizona;35.06691512790107
Rubella;Arkansas;1.9757759470076093
Rubella;California;26.326691335807197
Rubella;Colorado;19.57178564001778
Rubella;Connecticut;20.48349627223457
Rubella;Delaware;8.392567833841753
Rubella;District Of Columbia;2.775905143355673
Rubella;Florida;49.17929202734304
Rubella;Georgia;0.0
Rubella;Hawaii;28.75503701072524
Rubella;Idaho;28.769224508011177
Rubella;Illinois;16.015870467958543
Rubella;Indiana;39.24008249274261
Rubella;Iowa;73.46755531133249
Rubella;Kansas;2.759752832975307
Rubella;Kentucky;29.918855589792916
Rubella;Louisiana;4.284177160612154
Rubella;Maine;49.29196974339951
Rubella;Maryland;8.515196949621902
Rubella;Massachusetts;22.4988882385304
Rubella;Michigan;31.80815323079232
Rubella;Minnesota;3.3377389735690497
Rubella;Mississippi;4.104808851230901
Rubella;Missouri;9.34459331880823
Rubella;Montana;48.81849169581616
Rubella;Nebraska;37.411703324518555
Rubella;Nevada;0.0
Rubella;New Hampshire;20.333992606560287
Rubella;New Jersey;12.485763439564161
Rubella;New Mexico;23.12992125984252
Rubella;New York;6.481340894020371
Rubella;North Carolina;0.9838531980836901
Rubella;North Dakota;25.252484375025293
Rubella;Ohio;20.33417708589838
Rubella;Oklahoma;32.00182554980426
Rubella;Oregon;47.767388596552045
Rubella;Pennsylvania;16.907032265553347
Rubella;Rhode Island;19.012912936702843
Rubella;South Carolina;26.095187213667085
Rubella;South Dakota;0.6010455186797434
Rubella;Tennessee;38.9684498279297
Rubella;Texas;74.33420293246331
Rubella;Utah;16.331955973578104
Rubella;Vermont;15.303940764746923
Rubella;Virginia;16.542992203496443
Rubella;Washington;143.14338772879842
Rubella;West Virginia;81.23896007251308
Rubella;Wisconsin;51.92710918795191
Rubella;Wyoming;40.91259145167501
