disease;state;ratio
Measles;Kentucky;353.3064134955545
Measles;Kentucky;33.243172877547686
Measles;Louisiana;28.693698863729526
Measles;Louisiana;7.491506044478668
Measles;Louisiana;8.485966298904843
Measles;Maine;106.48147134849536
Measles;Maine;415.4694536581843
Measles;Maine;42.43746270341757
Measles;Maryland;62.057165148457045
Measles;Maryland;104.84766450295402
Measles;Maryland;35.48848549063978
Measles;Massachusetts;264.4699493488347
Measles;Massachusetts;421.53386818651677
Measles;Massachusetts;15.907417074898447
Measles;Michigan;578.4738485374385
Measles;Michigan;452.232170134091
Measles;Michigan;20.49558297088602
Measles;Minnesota;125.7676908803839
Measles;Minnesota;126.68928814973297
Measles;Minnesota;1.2877890527943576
Measles;Mississippi;99.36142500346503
Measles;Mississippi;76.44133231044272
Measles;Mississippi;6.224874961207301
Measles;Missouri;58.18462454227969
Measles;Missouri;17.385011804909148
Measles;Missouri;16.657753307440757
Measles;Montana;301.17220282086686
Measles;Montana;315.9609168794562
Measles;Montana;16.416837915407203
Measles;Nebraska;275.59203627283085
Measles;Nebraska;14.879581671189587
Measles;Nebraska;53.05046939891189
Measles;Nevada;68.71435442864015
Measles;Nevada;268.15947952523504
Measles;Nevada;4.296780688221501
Measles;New Hampshire;34.31837702206503
Measles;New Hampshire;187.00951194636534
Measles;New Hampshire;8.675836845465723
Measles;New Jersey;606.2255536283053
Measles;New Jersey;176.32082379093234
Measles;New Jersey;23.85548098508907
Measles;New Mexico;137.5540049942233
Measles;New Mexico;6.834745321616827
Measles;New Mexico;29.724409448818896
Measles;New York;201.77756296074926
Measles;New York;278.17992094530047
Measles;New York;8.59792091524868
Measles;North Carolina;119.05673388185761
Measles;North Carolina;27.193982645454337
Measles;North Carolina;19.932865793175562
Measles;North Dakota;63.58571806673596
Measles;North Dakota;391.4958747466187
Measles;North Dakota;51.961842848609734
Measles;Ohio;162.47144857812
Measles;Ohio;191.67769547467557
Measles;Ohio;37.96464087505681
Measles;Oklahoma;27.4475440716663
Measles;Oklahoma;51.88370490885133
Measles;Oklahoma;31.337562992604415
Measles;Oregon;49.75873259183838
Measles;Oregon;626.1141739606838
Measles;Oregon;21.75591772916034
Measles;Pennsylvania;165.57420585916648
Measles;Pennsylvania;59.78250018596448
Measles;Pennsylvania;17.788843376695546
Measles;Rhode Island;30.43328921979654
Measles;Rhode Island;226.6465616739268
Measles;Rhode Island;11.619002350207294
Measles;South Carolina;90.45704187995713
Measles;South Carolina;53.89084334133302
Measles;South Carolina;24.62829799159704
Measles;South Dakota;102.95063884548212
Measles;South Dakota;17.6337297983583
Measles;South Dakota;15.9277062450132
Measles;Tennessee;104.86925064662283
Measles;Tennessee;537.0765910242217
Measles;Tennessee;13.915483064780652
Measles;Texas;177.1191335608986
Measles;Texas;518.5769292036747
Measles;Texas;74.36992764851881
Measles;Utah;888.2766069256252
Measles;Utah;557.5847127922239
Measles;Utah;3.6817704217892837
Measles;Vermont;158.04228756283968
Measles;Vermont;891.2976010628885
Measles;Vermont;2.02552157180474
Measles;Virginia;85.33513324574831
Measles;Virginia;186.44051133503356
Measles;Virginia;53.04943923774022
Measles;Washington;143.08755537601888
Measles;Washington;456.4326405239845
Measles;Washington;19.887544442648633
Measles;West Virginia;293.23597692804776
Measles;West Virginia;189.63449670800318
Measles;West Virginia;20.008748811084732
Measles;Wisconsin;547.2583944156119
Measles;Wisconsin;1092.951348216258
Measles;Wisconsin;31.328299527517633
Measles;Wyoming;209.61762853277986
Measles;Wyoming;210.26097810740882
Measles;Wyoming;3.3091066615325375
Mumps;Alabama;11.381568536931303
Mumps;Alaska;96.54373431164318
Mumps;Arizona;55.734372353040825
Mumps;Arkansas;8.111080203504923
Mumps;California;31.198106523015383
Mumps;Colorado;69.54326610515577
Mumps;Connecticut;120.3611560344347
Mumps;Delaware;66.77564841708873
Mumps;District Of Columbia;28.81653910721603
Mumps;Florida;42.81647257367062
Mumps;Georgia;0.06536552948802449
Mumps;Hawaii;194.25914143444697
Mumps;Idaho;15.016131816376566
Mumps;Illinois;19.983847364795462
Mumps;Indiana;46.74922487359129
Mumps;Iowa;117.51268244737953
Mumps;Kansas;6.899382082438268
Mumps;Kentucky;68.44365406470799
Mumps;Louisiana;1.318208357111432
Mumps;Maine;91.1246230021128
Mumps;Maryland;29.063845875954996
Mumps;Massachusetts;59.60447657566921
Mumps;Michigan;86.44426198605692
Mumps;Minnesota;14.08683535301583
Mumps;Mississippi;3.292868638899514
Mumps;Missouri;6.714421743949162
Mumps;Montana;116.21393155906678
Mumps;Nebraska;26.895981308978204
Mumps;Nevada;0.0
Mumps;New Hampshire;58.42633875618323
Mumps;New Jersey;38.67099022846018
Mumps;New Mexico;77.06692913385827
Mumps;New York;5.625935496840017
Mumps;North Carolina;0.0
Mumps;North Dakota;60.54121254012474
Mumps;Ohio;46.02884129831937
Mumps;Oklahoma;93.8954661736015
Mumps;Oregon;65.60245961408349
Mumps;Pennsylvania;29.252387821544154
Mumps;Rhode Island;238.4008027674351
Mumps;South Carolina;39.644611343840374
Mumps;South Dakota;8.71516002085628
Mumps;Tennessee;84.18102667210712
Mumps;Texas;53.337001070848366
Mumps;Utah;12.178163702841477
Mumps;Vermont;165.64265298314317
Mumps;Virginia;47.92950146864769
Mumps;Washington;170.98008341622256
Mumps;West Virginia;145.3357542581656
Mumps;Wisconsin;256.82867517284325
Mumps;Wyoming;13.23642664613015
Pertussis;Alabama;38.442155334396126
Pertussis;Alaska;
Pertussis;Arizona;260.5434726055815
Pertussis;Arkansas;102.17275522371958
Pertussis;California;47.467350020177165
Pertussis;Colorado;83.23969182447368
Pertussis;Connecticut;181.83810928221274
Pertussis;Delaware;101.85956583931969
Pertussis;District Of Columbia;23.18687373625305
Pertussis;Florida;16.52651007377391
Pertussis;Georgia;30.22140883440584
Pertussis;Hawaii;
Pertussis;Idaho;130.1311334489677
Pertussis;Illinois;37.56811157166705
Pertussis;Indiana;40.84668285283197
Pertussis;Iowa;41.85308841073866
Pertussis;Kansas;76.94330391187945
Pertussis;Kentucky;63.671426912333104
Pertussis;Louisiana;8.347257851266772
Pertussis;Maine;209.89872769415632
Pertussis;Maryland;95.68924639810226
Pertussis;Massachusetts;117.44981466849902
Pertussis;Michigan;135.75514229493047
Pertussis;Minnesota;43.68843007655031
Pertussis;Mississippi;11.014661432254783
Pertussis;Missouri;33.75770263535132
Pertussis;Montana;106.76385392132975
Pertussis;Nebraska;21.199387405602373
Pertussis;Nevada;14.992222784430577
Pertussis;New Hampshire;36.94382663031044
Pertussis;New Jersey;127.02341453911409
Pertussis;New Mexico;137.99441269431154
Pertussis;New York;50.79502679398891
Pertussis;North Carolina;78.97725440301886
Pertussis;North Dakota;52.772918293966136
Pertussis;Ohio;89.19507609958288
Pertussis;Oklahoma;40.387740216383364
Pertussis;Oregon;90.11786312207454
Pertussis;Pennsylvania;61.449729720255604
Pertussis;Rhode Island;230.08071766999706
Pertussis;South Carolina;21.634112366068077
Pertussis;South Dakota;25.12485828967123
Pertussis;Tennessee;57.05227483034695
Pertussis;Texas;145.86586720551966
Pertussis;Utah;98.56836347483241
Pertussis;Vermont;473.59740778881104
Pertussis;Virginia;95.97189243916256
Pertussis;Washington;87.30694844770599
Pertussis;West Virginia;114.03344316178288
Pertussis;Wisconsin;181.5654047444007
Pertussis;Wyoming;41.303966213355636
Polio;Alabama;9.11245653211259
Polio;Alabama;0.7040658270936775
Polio;Alaska;
Polio;Alaska;0.8843023075868717
Polio;Arizona;22.812562117539393
Polio;Arizona;0.6911587737614627
Polio;Arkansas;17.49138915670033
Polio;Arkansas;2.295283137170599
Polio;California;19.742639112869707
Polio;California;2.6404187411450537
Polio;Colorado;15.923458726168581
Polio;Colorado;1.1972995763269927
Polio;Connecticut;24.062412817344864
Polio;Connecticut;1.4199872674475018
Polio;Delaware;13.518399170033167
Polio;Delaware;0.2240685470499135
Polio;District Of Columbia;22.93755251328259
Polio;District Of Columbia;0.6544879548036798
Polio;Florida;16.706930489426462
Polio;Florida;1.4540871967622324
Polio;Georgia;14.283317143638495
Polio;Georgia;0.6593770003215731
Polio;Hawaii;
Polio;Hawaii;1.2642784446846573
Polio;Idaho;27.011553809903216
Polio;Idaho;1.6487032948585938
Polio;Illinois;21.99220952377454
Polio;Illinois;1.527602285372375
Polio;Indiana;15.174529970840501
Polio;Indiana;3.3672936696165876
Polio;Iowa;48.91126649276842
Polio;Iowa;0.979134640804457
Polio;Kansas;27.44975985396518
Polio;Kansas;0.8721153064957443
Polio;Kentucky;23.532959386798314
Polio;Kentucky;5.003034735543534
Polio;Louisiana;15.017611223484414
Polio;Louisiana;1.657956255745279
Polio;Maine;10.615316259819167
Polio;Maine;5.261718931355202
Polio;Maryland;30.431058288067312
Polio;Maryland;5.160143439087248
Polio;Massachusetts;10.894328425413505
Polio;Massachusetts;0.6992221930016405
Polio;Michigan;31.608191512368784
Polio;Michigan;1.2143377755939582
Polio;Minnesota;19.815703895043157
Polio;Minnesota;1.6110776527711708
Polio;Mississippi;18.22008578585479
Polio;Mississippi;1.6986962735653937
Polio;Missouri;10.493967485895729
Polio;Missouri;0.9954134588696316
Polio;Montana;7.783101870651615
Polio;Montana;3.556783304459169
Polio;Nebraska;33.04388499520939
Polio;Nebraska;1.0628272622278276
Polio;Nevada;7.496111392215289
Polio;Nevada;0.0
Polio;New Hampshire;4.313238642117462
Polio;New Hampshire;0.0
Polio;New Jersey;18.32346878568139
Polio;New Jersey;1.4010722653294614
Polio;New Mexico;20.552359337450657
Polio;New Mexico;0.9463493522238684
Polio;New York;28.52963737758756
Polio;New York;1.6684240733572697
Polio;North Carolina;18.513371356318636
Polio;North Carolina;2.17288481186439
Polio;North Dakota;6.294017778179447
Polio;North Dakota;2.055511458685801
Polio;Ohio;22.67628768784542
Polio;Ohio;1.3393227848270801
Polio;Oklahoma;23.507276733482556
Polio;Oklahoma;0.7301514763662852
Polio;Oregon;33.851713718357686
Polio;Oregon;1.9788690706721992
Polio;Pennsylvania;12.707167795197796
Polio;Pennsylvania;1.475347647562593
Polio;Rhode Island;6.566518835806722
Polio;Rhode Island;11.983878774340072
Polio;South Carolina;20.500447089243547
Polio;South Carolina;5.498209094793322
Polio;South Dakota;28.188865398167724
Polio;South Dakota;0.7347387415982625
Polio;Tennessee;17.103530739875044
Polio;Tennessee;1.5979416269120283
Polio;Texas;35.62353638100662
Polio;Texas;1.9729264386548275
Polio;Utah;11.758523477851877
Polio;Utah;0.8982435969266596
Polio;Vermont;8.736005845182092
Polio;Vermont;2.5648851829147867
Polio;Virginia;36.67120662432051
Polio;Virginia;1.4620808081979375
Polio;Washington;26.650267364393645
Polio;Washington;1.0864940379515873
Polio;West Virginia;18.74795567504607
Polio;West Virginia;3.4400815729342984
Polio;Wisconsin;27.747246748142054
Polio;Wisconsin;1.037507936303086
Polio;Wyoming;15.488987330008364
Polio;Wyoming;6.665333599946678
Rubella;Alabama;11.033153173555855
Rubella;Alaska;28.297301436171274
Rubella;Arizona;35.06691512790107
Rubella;Arkansas;1.9757759470076093
Rubella;California;26.326691335807197
Rubella;Colorado;19.57178564001778
Rubella;Connecticut;20.48349627223457
Rubella;Delaware;8.392567833841753
Rubella;District Of Columbia;2.775905143355673
Rubella;Florida;49.17929202734304
Rubella;Georgia;0.0
Rubella;Hawaii;28.75503701072524
Rubella;Idaho;28.769224508011177
Rubella;Illinois;16.015870467958543
Rubella;Indiana;39.24008249274261
Rubella;Iowa;73.46755531133249
Rubella;Kansas;2.759752832975307
Rubella;Kentucky;29.918855589792916
Rubella;Louisiana;4.284177160612154
Rubella;Maine;49.29196974339951
Rubella;Maryland;8.515196949621902
Rubella;Massachusetts;22.4988882385304
Rubella;Michigan;31.80815323079232
Rubella;Minnesota;3.3377389735690497
Rubella;Mississippi;4.104808851230901
Rubella;Missouri;9.34459331880823
Rubella;Montana;48.81849169581616
Rubella;Nebraska;37.411703324518555
Rubella;Nevada;0.0
Rubella;New Hampshire;20.333992606560287
Rubella;New Jersey;12.485763439564161
Rubella;New Mexico;23.12992125984252
Rubella;New York;6.481340894020371
Rubella;North Carolina;0.9838531980836901
Rubella;North Dakota;25.252484375025293
Rubella;Ohio;20.33417708589838
Rubella;Oklahoma;32.00182554980426
Rubella;Oregon;47.767388596552045
Rubella;Pennsylvania;16.907032265553347
Rubella;Rhode Island;19.012912936702843
Rubella;South Carolina;26.095187213667085
Rubella;South Dakota;0.6010455186797434
Rubella;Tennessee;38.9684498279297
Rubella;Texas;74.33420293246331
Rubella;Utah;16.331955973578104
Rubella;Vermont;15.303940764746923
Rubella;Virginia;16.542992203496443
Rubella;Washington;143.14338772879842
Rubella;West Virginia;81.23896007251308
Rubella;Wisconsin;51.92710918795191
Rubella;Wyoming;40.91259145167501
Smallpox;Alabama;0.0
Smallpox;Alaska;
Smallpox;Arizona;0.2668135920180046
Smallpox;Arkansas;0.05236942861287523
Smallpox;California;0.0
Smallpox;Colorado;0.15093325806794863
Smallpox;Connecticut;0.0
Smallpox;Delaware;0.0
Smallpox;District Of Columbia;0.0
Smallpox;Florida;0.0
Smallpox;Georgia;0.0
Smallpox;Hawaii;
Smallpox;Idaho;0.0
Smallpox;Illinois;0.0
Smallpox;Indiana;0.0
Smallpox;Iowa;0.07630462791383529
Smallpox;Kansas;0.3673964033991515
Smallpox;Kentucky;0.1697904717662216
Smallpox;Louisiana;0.0
Smallpox;Maine;0.0
Smallpox;Maryland;0.0
Smallpox;Massachusetts;0.0
Smallpox;Michigan;0.0
Smallpox;Minnesota;0.0
Smallpox;Mississippi;0.04589442263439493
Smallpox;Missouri;0.07586000592213779
Smallpox;Montana;0.0
Smallpox;Nebraska;0.07544265980641414
Smallpox;Nevada;0.624675949351274
Smallpox;New Hampshire;0.0
Smallpox;New Jersey;0.0
Smallpox;New Mexico;0.1468025666960761
Smallpox;New York;0.0
Smallpox;North Carolina;0.0
Smallpox;North Dakota;0.16138507123537044
Smallpox;Ohio;0.025167910863313454
Smallpox;Oklahoma;0.2238788260331672
Smallpox;Oregon;0.06573148294826735
Smallpox;Pennsylvania;0.0
Smallpox;Rhode Island;0.0
Smallpox;South Carolina;0.0
Smallpox;South Dakota;0.30640071084964915
Smallpox;Tennessee;0.03037927307260221
Smallpox;Texas;0.012968160313435248
Smallpox;Utah;0.0
Smallpox;Vermont;0.0
Smallpox;Virginia;0.0
Smallpox;Washington;0.0
Smallpox;West Virginia;0.0
Smallpox;Wisconsin;0.029115683891019994
Smallpox;Wyoming;0.6883994368892606
